class,cost,ctmi,crv_arc,crv_plane,crv_pro,diss_10,diss_20,diss_25,diss_5,diss_a,rough_10,rough_20,rough_25,rough_5,rough_a,slp_d,sp_10,sp_20,sp_25,sp_5,sp_a,dem_m
not,226.9980011,5.8111701,0.924268,0.169045,-0.755223,0.661174,0.446293,0.383751,0.748645,0.559966,1.82664,2.35852,2.5827799,1.41817,2.04653,5.1324,2.6533201,2.3113999,1.30914,1.01599,1.8224601,785.3709717
not,2251.840088,6.3875599,-0.334412,-0.351135,-0.016723,0.472329,0.492081,0.5375,0.495653,0.499391,2.9517,4.0900202,4.2648902,2.0948999,3.3503799,11.4136,-1.13477,-2.72522,-2.33795,-0.224548,-1.60562,542.5780029
not,682.4299927,6.0844698,0.451359,0.162271,-0.289087,0.750601,0.720888,0.731347,0.741194,0.736008,1.8568799,2.27845,2.40693,1.26013,1.9506,3.9094801,2.39764,3.9915199,4.40802,1.05316,2.96259,843.0939941
not,2163.060059,6.9050598,1.2543499,0.314207,-0.940141,0.513322,0.337254,0.283318,0.547864,0.42044,4.8267899,6.0367098,6.4365602,3.45698,5.18926,24.2856998,0.687592,-2.8541,-7.06598,0.924438,-2.0770099,379.17099
not,3581.659912,7.6227198,-0.0755027,-0.222584,-0.147081,0.50327,0.509545,0.53249,0.428257,0.49339,2.70175,3.5578899,3.9138801,2.0132201,3.04669,9.1706495,-0.93335,-0.546753,-0.554871,-0.845276,-0.720062,625.1110229
not,722.7349854,6.8208199,0.501732,0.247061,-0.254671,0.359068,0.38559,0.421797,0.432957,0.399853,4.14991,5.1327901,5.5956101,3.3835299,4.5654602,29.0881004,-6.5875201,-19.0646992,-22.4377003,-0.18103,-12.0677004,458.4190063
not,4655.660156,6.9221501,0.409086,0.484374,0.0752881,0.532943,0.604679,0.621883,0.545649,0.576289,2.95436,4.43543,5.0240898,2.10917,3.63076,11.6949997,2.38361,6.9284101,9.7391996,0.763367,4.95364,744.1660156
not,1576.890015,6.13833,-0.292743,-0.100868,0.191875,0.796481,0.901098,0.927935,0.621493,0.811752,1.90435,2.5142,2.7997301,1.4241199,2.1605999,7.3794298,3.9107699,10.2448997,13.3964005,0.868408,7.1051202,669.7130127
not,1035.079956,6.7848802,0.0706802,0.0710291,0.0003489,0.510943,0.716458,0.746649,0.487227,0.615319,2.0375299,2.9396901,3.3183401,1.46491,2.44012,5.8108101,0.317871,2.4414101,3.93945,0.117126,1.7039599,892.0339966
not,133.1369934,4.7346301,2.2578101,0.667585,-1.59023,0.266743,0.189189,0.208797,0.37037,0.258775,2.5676899,3.5102799,3.91908,1.94788,2.9862299,14.7657003,-6.0313401,-13.6059999,-17.3787003,-1.57208,-9.6470299,395.5629883
not,422.5840149,5.34024,0.334488,0.301066,-0.0334216,0.511664,0.489362,0.422037,0.515427,0.484622,2.5459599,2.5873599,2.7086699,2.3815501,2.5558901,16.0496998,-0.236633,-2.72913,-3.48792,0.651794,-1.45047,539.0900269
not,567.3800049,7.3550601,0.121166,0.106522,-0.0146438,0.518671,0.449789,0.546884,0.510589,0.506484,1.43478,1.7232701,1.96315,1.09887,1.55501,3.2932501,-0.545044,-0.325134,0.398804,-0.0839233,-0.138824,537.434021
not,161.878006,7.7123299,-0.167282,-0.0668749,0.100407,0.475783,0.639932,0.691068,0.532258,0.58476,1.72877,2.0929,2.22576,1.52491,1.89308,7.6424599,-0.901672,-1.26117,-1.17114,-0.206543,-0.885132,574.4130249
not,2121.76001,6.6492,0.0794964,0.0371627,-0.0423337,0.545308,0.572983,0.573224,0.525212,0.554181,2.6889701,3.5104599,3.75651,2.0272999,2.99581,10.9933004,0.566833,3.05603,4.6480699,0.146484,2.1043501,646.7479858
not,3908.909912,7.0004802,0.70213,0.486043,-0.216088,0.592742,0.7344,0.770071,0.522961,0.655043,3.99775,4.9825602,5.3378801,3.0420001,4.3400502,22.3010006,1.51135,7.0609698,10.8413,0.640747,5.0135999,823.5999756
not,6211.700195,6.0787201,0.133675,-0.108263,-0.241938,0.48332,0.451131,0.453879,0.493171,0.470375,2.91765,4.0588899,4.5155201,2.1156099,3.4019201,11.6511002,-0.69928,-2.5136099,-3.67975,-0.138916,-1.75789,807.3270264
not,1229.949951,8.6591101,-0.0000754,-0.0298247,-0.0297494,0.831385,0.883954,0.886515,0.664391,0.816562,2.0702901,3.4361501,3.7216499,1.0336,2.5654199,1.193,2.10974,7.5453501,9.47614,0.434814,4.89151,658.6729736
not,675.5230103,6.8218999,0.501732,0.344659,-0.157072,0.325561,0.260442,0.251624,0.418104,0.313933,3.3569,4.0507498,4.2930598,2.5116999,3.5531001,14.6555996,-1.03769,-5.5911598,-8.7268696,0.0250854,-3.83266,436.269989
not,357.4150085,5.4709301,0.652473,0.665354,0.0128806,0.389,0.220132,0.187157,0.573379,0.342417,2.2780001,3.43751,4.0166202,1.61691,2.83726,7.19379,-0.640991,-5.44629,-8.4905996,0.560181,-3.5044301,839.6389771
not,2461.179932,5.83108,-1.62233,-0.316325,1.306,0.408254,0.465266,0.453626,0.430783,0.439482,3.50932,4.87609,5.3478098,2.5675099,4.0751801,19.4016991,-1.98523,-4.14081,-4.8320298,-1.20911,-3.04179,599.125
not,2780.469971,6.6809602,0.459949,-0.0841323,-0.544081,0.724091,0.800791,0.842501,0.657534,0.756229,2.5401399,3.3719001,3.6053801,1.83403,2.8378601,8.5615301,1.5368,5.2410898,8.5272198,0.616699,3.9804499,666.664978
not,183.6959991,5.8430901,0.209027,0.169202,-0.039825,0.324237,0.233459,0.213373,0.315521,0.271647,2.2189701,2.8791201,3.2049799,1.77204,2.51878,4.9720001,-2.4778399,-8.1818199,-10.2277002,-0.748413,-5.4089499,562.8300171
not,3003.350098,6.7999001,0.292441,0.0865293,-0.205912,0.432334,0.483625,0.517169,0.466573,0.474925,3.96456,4.9414101,5.1612301,2.8802199,4.2368498,20.1826,-1.10516,0.383301,3.4251101,-0.0429077,0.665085,884.9359741
not,3907.48999,7.6054502,0.669051,0.286276,-0.382775,0.55457,0.544819,0.518816,0.549469,0.541918,4.5051298,5.7427502,6.1477299,3.34799,4.9359002,28.9200001,2.42413,4.4221802,5.69208,1.00348,3.3854699,644.8549805
not,1405.660034,7.0870299,-0.0461908,-0.0638424,-0.0176516,0.679701,0.668904,0.690139,0.65973,0.674618,1.96418,2.6277001,2.9403701,1.34071,2.21824,4.3021698,2.66663,5.1040602,6.2652602,0.886475,3.7306099,836.0089722
not,161.5330048,7.1799402,-0.794135,-0.295928,0.498207,0.48017,0.45773,0.505243,0.47877,0.480478,1.8679301,2.6120801,2.9767101,1.46841,2.2312801,5.2226501,-1.19244,-3.8849499,-4.0227699,-0.22699,-2.33179,639.9780273
not,1035.339966,7.1526799,0.0836408,0.0145183,-0.0691224,0.800311,0.878527,0.905967,0.739938,0.831186,2.4136701,3.3682001,3.77298,1.5893101,2.7860401,4.0297699,2.9879799,8.9490995,12.0107002,0.70282,6.1626601,679.2979736
not,812.8369751,6.8629799,-0.752541,-0.172351,0.58019,0.478765,0.576567,0.562716,0.441254,0.514825,3.3132501,3.8350301,4.04285,2.64838,3.4598801,17.4186001,-2.2702,-2.45313,-1.02679,-0.811096,-1.6403,573.4639893
not,751.1430054,6.5048399,0.878002,0.075342,-0.80266,0.411006,0.380602,0.362049,0.525276,0.419733,3.46016,3.9421101,4.1191502,3.0608201,3.64556,21.9971008,0.410706,0.813049,1.77704,2.3903201,1.34778,542.5780029
not,2495.159912,7.1890101,-0.041745,-0.70326,-0.661514,0.792563,0.766856,0.770953,0.747899,0.769567,3.7351,5.01085,5.3021202,2.28494,4.08325,9.0072899,8.2662401,18.4958,21.8978004,2.10394,12.691,539.4279785
not,3537.159912,7.5402699,0.125386,-0.235489,-0.360874,0.60218,0.710131,0.737719,0.631915,0.670486,2.91802,3.9779601,4.2850599,1.91562,3.2741599,7.2660899,1.59943,4.7982202,7.23035,0.75885,3.59671,696.1630249
not,0,6.0272198,-6.1043401,-1.37641,4.7279401,0.138364,0.165206,0.168616,0.15942,0.157902,3.34973,3.6561501,3.7098899,2.7165899,3.3580899,27.3589001,-8.0431499,-12.4105997,-13.9201002,-4.56531,-9.7347898,504.105011
not,172.0299988,6.9109702,0.292667,-0.183749,-0.476416,0.311258,0.25417,0.242508,0.395159,0.300774,2.6755199,3.0919399,3.1201999,2.0564899,2.7360401,13.4540005,-2.4486699,-6.0816698,-7.2897902,-0.250061,-4.01755,534.0430298
not,1410.199951,8.2650003,-5.4355202,-2.2952399,3.14028,0.345419,0.363014,0.402313,0.245477,0.339056,3.3927901,3.8198299,3.9628401,2.9257901,3.52531,23.3827991,-5.8330102,-5.9921298,-5.9271898,-5.7239399,-5.86906,645.9730225
not,747.15802,6.92836,0.0835654,0.212295,0.128729,0.395948,0.273012,0.257523,0.531915,0.3646,3.1288099,3.8264,3.9290099,2.3041401,3.2970901,14.8150997,1.24683,0.274414,-0.792053,0.80481,0.383499,531.4019775
not,129.8170013,6.4285798,0.417902,0.516357,0.0984542,0.217204,0.192579,0.160485,0.337833,0.227025,1.9710701,2.7156899,3.06739,1.3982199,2.28809,5.5338101,-2.1247599,-6.4816298,-8.6563702,0.115356,-4.28685,657.5549927
not,2260.530029,8.8505297,0.0418204,-0.0938352,-0.135656,0.411074,0.448761,0.471957,0.433258,0.441263,3.9172699,5.1268001,5.58356,2.7456701,4.3433299,17.6478996,-1.27817,-0.96814,-0.388458,-0.440674,-0.76886,464.177002
not,62.7524986,8.1676397,-1.50538,-0.669105,0.836278,0.23711,0.44503,0.522509,0.195959,0.350152,2.2223899,2.6125801,2.89483,1.73593,2.36643,9.1852903,-4.7375498,-7.1303701,-6.3930702,-1.97437,-5.0588398,754.177002
not,180.0829926,16.7844009,0,0,0,0.529412,0.197302,0.174285,0.492306,0.348326,1.00411,1.96916,2.2622399,0.619161,1.46367,0,-0.130249,-1.3042001,-2.44171,-0.0551758,-0.982834,536.447998
not,2472.580078,5.3673301,-0.125461,0.071047,0.196508,0.698413,0.776355,0.797821,0.652779,0.731342,2.89939,3.6759,3.7911301,2.1774499,3.1359701,15.6420002,4.02777,9.83636,12.7006998,1.40277,6.9919,597.3400269
not,90.5201035,6.8889098,-2.42505,-0.753112,1.67194,0.156426,0.159279,0.184372,0.29358,0.198414,2.5404201,3.9528,4.5849199,1.40738,3.1213801,6.9717002,-4.8556499,-11.6177998,-14.0818005,-1.10211,-7.91434,680.617981
not,140.1109924,7.2469401,-0.585184,-0.25172,0.333464,0.182332,0.0842028,0.0761094,0.434153,0.194199,1.9518501,2.8632801,3.21066,1.31849,2.3360701,4.88589,-2.17151,-8.4932899,-11.3291998,0.180237,-5.4534302,520.5310059
not,3334.540039,5.8517499,0.585636,0.299245,-0.286391,0.887672,0.951991,0.959765,0.723779,0.880802,2.4342599,3.9180901,4.4007001,1.55764,3.0776701,4.9293299,4.7944298,17.6119003,24.5967007,1.1795,12.0455999,899.9730225
not,1415.680054,5.6842499,0.125235,-0.0650375,-0.190273,0.550929,0.454692,0.429007,0.54754,0.495542,3.1702499,4.0764098,4.3070698,2.3887899,3.48563,17.0097008,0.349731,-0.225464,-1.05054,0.169312,-0.18924,679.46698
not,1160.109985,5.4186401,0.459949,0.422086,-0.0378625,0.691554,0.795963,0.845958,0.622414,0.738972,2.7502301,3.5501201,3.9658101,2.2527699,3.12973,14.8951998,4.9373798,11.4946003,15.5143003,2.01947,8.4914398,594.1569824
not,1252.449951,7.0314398,0.334638,-0.0198591,-0.354498,0.850261,0.875729,0.865929,0.73606,0.831994,2.6055801,3.4604199,3.5288999,1.34276,2.73441,3.03495,4.1686401,8.9478102,8.6361704,0.629272,5.59547,563.4400024
not,0,7.5876298,-4.3066001,-2.1904099,2.1161799,0.124444,0.134582,0.152278,0.136986,0.137072,3.1284699,4.2539601,4.5205798,2.2704699,3.54337,16.9097996,-11.5121002,-23.4011002,-27.4333,-4.8713698,-16.8045006,467.9020081
not,3549.780029,7.6575599,0.384748,0.0319804,-0.352767,0.646958,0.689979,0.664583,0.584734,0.646563,2.2634001,2.9986801,3.32833,1.7921,2.5956299,8.0672102,1.77039,4.0989399,4.8533902,0.542175,2.81622,863.7860107
not,1070.800049,5.90767,0.501769,-0.209301,-0.71107,0.784753,0.763636,0.767111,0.728723,0.761056,2.2289901,2.5811601,2.89078,1.80582,2.3766899,9.2639503,1.66382,2.83673,4.5190401,0.968323,2.49698,568.1129761
not,1304.349976,7.3985,-0.0000754,0.106517,0.106593,0.424811,0.416257,0.416139,0.451242,0.427112,2.94941,3.9560499,4.18153,2.1974399,3.3211,12.4281998,1.45807,3.7728901,3.7460301,0.382996,2.3399999,557.7839966
not,1968.76001,5.59201,1.25446,0.225683,-1.02878,0.71841,0.769618,0.754395,0.612267,0.713672,3.8917601,4.4758,4.6132598,2.99421,3.9937601,24.0991993,8.6071796,16.4053001,17.6508999,2.86572,11.3823004,565.8439941
not,650.9160156,7.00071,-0.334337,-0.162791,0.171546,0.588392,0.507617,0.479405,0.579081,0.538624,2.5813,3.5941701,3.9854,1.8200999,2.99524,7.7832398,2.99066,1.54395,-1.14746,0.842529,1.05742,607.4660034
not,776.7719727,7.6785998,-0.501845,-0.156037,0.345808,0.465318,0.448604,0.446541,0.457806,0.454567,2.84779,3.84776,4.2326102,2.0100999,3.23456,10.2273998,-0.847229,-2.9718599,-4.3504601,-0.410156,-2.1449299,619.1500244
not,1705.469971,6.3692698,0.710871,0.284535,-0.426336,0.636461,0.616286,0.616958,0.612547,0.620563,2.87445,3.80885,4.1083102,2.1707599,3.2405901,11.6187,1.58105,1.77264,1.65125,0.697815,1.4256901,547.2849731
not,494.2929993,4.66785,2.5085399,0.656049,-1.8525,0.385417,0.345244,0.342465,0.524999,0.399531,2.96294,3.7358601,3.93313,2.24647,3.2196,15.7363997,-2.34302,-10.8021002,-14.4419003,0.60791,-6.7447701,662.4320068
not,531.7180176,5.3624701,0.710758,0.340551,-0.370207,0.550148,0.374127,0.336122,0.592383,0.463195,3.6024799,5.0440202,5.5251398,2.4626999,4.1585898,15.7144003,2.1937599,-1.29813,-6.06387,1.18283,-0.996353,454.6600037
not,2225.919922,7.63761,1.17074,-0.0897725,-1.26052,0.665546,0.581449,0.585565,0.670498,0.625765,3.1167099,4.40481,4.5953898,2.12901,3.56148,10.6457996,4.59308,9.6244497,10.7529001,1.71466,6.6712599,596.8660278
not,2094.149902,5.44666,0.209027,0.399603,0.190576,0.472838,0.558041,0.552862,0.486385,0.517531,3.8058901,4.7484398,4.7542801,2.5915201,3.9750299,14.5012999,0.508423,4.0577998,5.0786099,0.159729,2.4511399,541.9680176
not,1156.069946,10.9216995,-0.961793,-0.25338,0.708413,0.504995,0.428501,0.416138,0.519433,0.467267,3.1519599,4.2379498,4.5739398,2.2744901,3.5595801,15.5344,-0.24176,-2.5188,-4.4611802,-0.123779,-1.83638,731.9260254
not,1601.780029,5.09338,5.1844501,1.7726001,-3.41184,0.798115,0.860853,0.883901,0.620592,0.790865,2.2684,2.9145701,3.14942,1.80615,2.5346301,20.5273991,3.8612101,12.1674995,14.6934004,0.945313,7.9168701,613.3250122
not,464.1099854,5.8942699,0.585485,0.351909,-0.233577,0.173008,0.159257,0.155363,0.207451,0.17377,2.5709901,3.26999,3.40978,1.7553101,2.7515199,4.72506,-3.95789,-9.7921104,-10.8906002,-0.809875,-6.3626099,782.6929932
not,1821.199951,6.2369299,0.167282,-0.175878,-0.343159,0.782753,0.897091,0.854286,0.729106,0.815809,2.2049201,3.3515799,3.8998699,1.71336,2.7924299,6.6931,4.2051401,12.1063004,16.4678001,1.42865,8.5519896,584.1660156
not,223.1940002,7.8617301,0.167206,0.0764048,-0.0908014,0.383593,0.373726,0.374094,0.434211,0.391406,1.93041,2.6889701,2.97475,1.3609,2.23876,3.9663701,-1.11151,-3.5968599,-4.5704999,-0.359558,-2.40961,525.4069824
not,1881.219971,7.0155802,-1.58887,-0.0350199,1.5538501,0.337815,0.472559,0.53255,0.275802,0.404682,3.12326,4.4130301,4.9084601,2.3026199,3.6868401,13.6257,-2.7723999,-0.0494995,3.2955,-1.7234499,-0.312462,510.5740051
not,2016.910034,5.2827802,0.668975,-0.047267,-0.716242,0.656761,0.765458,0.779784,0.565104,0.691777,3.3656499,4.4406199,4.91854,2.57605,3.8252201,16.9459,9.88556,17.8596992,19.5865002,4.1890302,12.8802004,526.4569702
not,1372.199951,7.40272,-0.0000754,0.253866,0.253941,0.398747,0.30094,0.315017,0.521286,0.383998,4.2797699,5.1029601,5.25491,3.0546999,4.42308,18.2205009,-0.205872,-3.3043499,-4.0707402,0.640533,-1.73511,456.894989
not,915.1539917,5.7767401,0.410141,0.285267,-0.124874,0.677701,0.714634,0.714064,0.664727,0.692781,1.96977,2.3303599,2.40906,1.469,2.0445499,5.3111801,2.66309,3.29425,3.4103999,1.47333,2.7102699,800.1849976
not,2238.590088,6.9094801,0.125461,0.0231794,-0.102282,0.489533,0.533504,0.552197,0.477192,0.513106,3.9181499,4.7891402,4.6403298,2.72065,4.0170698,16.6721001,-0.416016,2.9790599,6.2779498,-0.0802612,2.1901901,787.90802
not,710.927002,6.4410901,0.167206,0.0081253,-0.159081,0.511556,0.495315,0.508552,0.54545,0.515218,2.31567,2.8191199,2.90046,1.69912,2.4335899,8.1673098,1.23413,2.54303,2.9546499,0.524719,1.8141299,784.8599854
not,1975.48999,5.3687901,0.125537,-0.0623988,-0.187935,0.613526,0.61738,0.633132,0.578775,0.610703,2.8443799,3.6626201,4.02391,2.25103,3.1954801,15.6202002,-2.4669199,-3.86426,-1.46997,-0.250427,-2.0128901,545.2529907
not,78.0587006,5.1702299,0.0001507,0.237781,0.23763,0.390683,0.429049,0.429488,0.411169,0.415097,2.6244199,3.76074,4.1775198,1.84111,3.10095,9.6758099,-2.71051,-4.58917,-4.3459501,-0.954956,-3.1501501,680.2119751
not,1550.359985,8.9783802,0.125537,0.108495,-0.0170418,0.544135,0.566265,0.563446,0.514352,0.547049,2.80616,3.9971099,4.4317698,2.01879,3.3134601,10.0824003,0.789307,2.67926,2.9143701,0.16394,1.6367199,623.789978
not,1240.77002,7.3379102,-0.167432,-0.177216,-0.0097841,0.460107,0.356616,0.338531,0.505505,0.41519,3.8765399,4.8140502,4.9778199,2.8380201,4.1266098,19.3523006,-0.0467529,-7.3969698,-11.7426004,0.0789795,-4.7768402,513.6560059
not,4015.949951,4.2502398,1.50512,0.629193,-0.875927,0.459507,0.580723,0.636914,0.530419,0.551891,4.2553701,5.2638102,5.80617,3.14428,4.6174102,23.1625004,0.121765,0.175385,3.4669499,0.995087,1.1898,479.348999
not,3296.439941,7.1984701,-0.250847,0.118409,0.369256,0.568784,0.634864,0.629027,0.468625,0.575325,3.53632,5.0177798,5.4791698,2.4354501,4.1171799,12.6433001,3.5939901,12.4517002,15.1445999,0.134216,7.83112,652.914978
not,2130.389893,5.1968598,-0.125386,0.238038,0.363423,0.387875,0.418949,0.429471,0.401359,0.409413,3.5797999,4.2933302,4.52075,2.72366,3.7793901,18.3679008,-1.99066,-5.4302402,-6.2456698,-0.635132,-3.5754199,531.164978
not,634.6950073,6.2923698,0.585335,0.492415,-0.0929192,0.557229,0.644614,0.692603,0.418181,0.578157,2.9821601,3.9791801,4.3778,2.1310599,3.3675499,9.4548502,1.74622,5.8368502,7.3186598,0.192749,3.7736199,560.934021
not,773.6459961,5.9879198,0.0418204,-0.103069,-0.144889,0.463069,0.560792,0.680384,0.5,0.551061,2.5161901,3.05217,3.12623,1.83631,2.63273,8.5605898,1.19183,2.7901001,3.3737199,0.480408,1.95901,532.2490234
not,1116.880005,6.1044502,1.9651099,0.406776,-1.5583301,0.733142,0.77527,0.670321,0.716218,0.723738,2.4316299,2.8655901,3.0427001,1.75016,2.5225201,3.83236,1.7193,3.4633801,4.1494098,0.957886,2.57249,553.3809814
not,0,12.7966995,-6.60604,-2.9205501,3.6854899,0.21523,0.211053,0.23753,0.223129,0.221736,3.04303,4.1417999,4.4872699,2.2244301,3.4741299,9.1204205,-13.2217999,-20.8272991,-23.3801003,-6.4033198,-15.9581003,668.7990112
not,3834.23999,8.5967598,0.0000754,0.0000603,-0.0000151,0.509175,0.49743,0.510718,0.523149,0.510118,3.3181801,4.5446601,5.0428901,2.32705,3.8081999,12.7994003,0.379822,-2.2109399,-3.2357199,0.141357,-1.23137,789.7369995
not,3372,5.1108899,0.376308,0.196645,-0.179663,0.680162,0.734132,0.774172,0.572792,0.690315,3.5238199,4.6869898,5.1032801,2.7125001,4.00665,19.8922997,5.2299199,17.9437008,23.5200005,0.815735,11.8773003,718.4140015
not,71.3423996,9.83218,-0.0416697,-0.0278007,0.013869,0.407574,0.125393,0.0674511,0.42143,0.255462,0.826734,1.36052,2.0708499,0.60375,1.2154599,0.830604,-0.218811,-0.421265,-1.71173,-0.101685,-0.613373,738.0120239
not,523.4860229,3.9926801,1.96507,1.62637,-0.338699,0.467781,0.415462,0.372111,0.492527,0.43697,4.4307199,5.7990098,6.24615,3.4321599,4.9770098,28.9648991,-0.161865,-2.01669,-4.0384498,0.647217,-1.39245,430.5130005
not,3310.979981,6.5842299,-0.125386,-0.123891,0.0014948,0.769721,0.841791,0.84185,0.661537,0.778725,2.4783199,3.4457099,3.7494199,1.8897001,2.89079,9.4161501,3.96698,13.6749001,18.1196003,0.545227,9.0766802,864.5139771
not,1640.280029,7.4994898,0.0418957,-0.0707324,-0.112628,0.52724,0.465284,0.442369,0.495779,0.482668,3.6394899,5.0155301,5.6739302,2.5885,4.2293601,14.8751001,1.3951401,0.132935,-0.696289,0.010437,0.210556,733.348999
not,4273.549805,5.3034501,-0.710758,0.567054,1.27781,0.594428,0.667439,0.700332,0.504006,0.616551,4.7844801,5.9952402,6.5022998,3.63556,5.2293901,30.8341007,4.5869799,16.6753006,24.1301994,0.76181,11.5386,508.2030029
not,1459.76001,7.72578,-0.376383,-0.244781,0.131602,0.526499,0.334565,0.283305,0.608879,0.438312,3.83044,4.7564802,5.0917501,2.94802,4.1566701,23.6000004,2.0301499,0.3703,-2.2246101,0.90564,0.27037,580.440979
not,60.9199982,5.5015402,3.0522101,1.53392,-1.51829,0.287215,0.215152,0.23276,0.382722,0.279462,1.99237,2.7783699,3.0169899,1.4690599,2.3141999,6.9791198,-3.0910599,-7.4609399,-9.5661602,-0.86084,-5.24475,571.0599976
not,1401.699951,5.3358998,0.836182,0.601079,-0.235102,0.647817,0.710097,0.730437,0.584174,0.668131,4.2058702,5.2326002,5.5974898,3.2416699,4.5694098,23.4319992,7.3345299,9.6617403,11.3043003,2.8480799,7.7871699,646.2440186
not,1118.540039,6.04707,-0.292667,-0.0612495,0.231418,0.697517,0.69777,0.717374,0.548275,0.665234,2.9252501,3.1694901,3.11831,2.3389299,2.88799,15.8424997,1.73041,4.1847501,5.0160499,0.0070801,2.73457,542.7810059
not,4598.629883,5.0162001,0.0420464,0.086238,0.0441915,0.436975,0.496626,0.559267,0.494372,0.49681,4.0159702,5.1968799,5.48034,2.99858,4.4229398,21.6917992,-0.900391,-1.66034,0.659058,0.0510254,-0.462662,629.9199829
not,0,13.5010996,-4.5573702,-3.8229001,0.734466,0.218502,0.282827,0.28169,0.253917,0.259234,1.92322,2.51566,2.8257899,1.57259,2.2093201,4.9099798,-4.6683998,-7.5651898,-8.3213501,-2.81512,-5.8425102,773.5819702
not,2623.169922,6.9918299,-0.836219,-1.0371,-0.200878,0.573432,0.670281,0.698367,0.547384,0.622366,3.22247,3.5678401,3.7404399,2.43735,3.2420199,13.9406996,0.135376,6.0528002,9.4633198,-0.613342,3.7595401,487.375
not,182.2590027,5.7349401,-3.5121601,-1.75471,1.75745,0.413951,0.4545,0.465584,0.406667,0.435175,3.5253699,4.0514798,4.2501101,2.6519201,3.61972,25.8577995,-5.4604502,-9.6123695,-11.2566996,-3.3954501,-7.4312401,449.9190063
not,0,11.2208004,-2.09027,-0.646685,1.44358,0.389264,0.491487,0.535348,0.35407,0.442542,2.49491,3.07634,3.3977499,1.9073499,2.71909,9.1300697,-5.9161401,-7.2370601,-5.8192101,-3.09729,-5.5174298,599.6430054
not,105.9929962,5.92875,0.297188,0.311672,0.0144834,0.454593,0.439547,0.425782,0.5,0.45498,1.72814,2.20784,2.42226,1.3578,1.92901,4.5655999,-0.71167,-2.1786499,-2.6571701,0.0926514,-1.36371,787.210022
not,3662.860107,7.10781,0.0836408,-0.0891844,-0.172825,0.656406,0.703941,0.691766,0.619957,0.668018,2.98668,4.8228402,5.67906,1.91721,3.85145,7.00102,1.69366,7.6217699,12.1099005,0.38092,5.45157,547.8270264
not,1076.089966,6.7531199,0.12531,-0.355054,-0.480364,0.609582,0.544897,0.5398,0.709822,0.601025,3.27303,3.59413,3.7156501,2.4340401,3.25421,9.9309597,4.5880699,4.8213501,4.3919101,1.5812401,3.8456399,777.9849854
not,3588.169922,5.2778702,1.17082,0.145683,-1.02514,0.92388,0.960498,0.963111,0.909093,0.939146,2.8645,4.1184602,4.55551,1.90797,3.3616099,8.70432,8.3000498,22.5704002,29.2458,2.57056,15.6716995,518.7020264
not,3654.860107,5.66012,0.125537,0.446053,0.320516,0.614256,0.663263,0.625862,0.52653,0.607478,4.03128,5.5377002,6.0175099,3.02019,4.65167,22.6777,6.4921899,14.5339003,17.2327995,1.88776,10.0367002,648.276001
not,2053.659912,6.3192701,0.62723,-0.349041,-0.976271,0.731027,0.791337,0.77835,0.77035,0.767766,2.62885,4.0568399,4.5876799,1.65376,3.2317801,9.2083397,5.3489399,12.3518,15.1335001,1.93713,8.6928596,640.927002
not,564.8430176,5.3635898,1.67251,1.03407,-0.638442,0.76103,0.752309,0.746217,0.708194,0.741938,2.20314,3.1120701,3.55849,1.6945699,2.6420701,7.99896,4.15417,8.3482103,10.0345001,1.67285,6.0524302,558.664978
